6:20 PM,MU5118,Beijing(PEK),China Eastern Airlines,A333(B-1073),,Landed6:23 PM
6:25 PM,CZ3503,Guangzhou(CAN),China Southern Airlines,A359(B-308T),,Landed6:01 PM
6:25 PM,ZH9515,Shenzhen(SZX),Shenzhen Airlines,A333(B-302E),,Landed6:16 PM
6:30 PM,KN2317,Shijiazhuang(SJW),China United Airlines,B738(B-1147),,Landed6:24 PM
6:30 PM,9C8856,Guangzhou(CAN),Spring Airlines,A320(B-8591),,Landed6:10 PM
6:35 PM,CA1527,Tianjin(TSN),Air China,B738(B-1219),,Landed6:14 PM
6:40 PM,CA1549,Beijing(PEK),Air China,B77W(B-1428),,Landed6:38 PM
6:40 PM,CA1829,Guangzhou(CAN),Air China,A333(B-5948),,Landed6:28 PM
6:45 PM,FM9458,Guiyang(KWE),China Eastern Airlines,B738(B-7861),,Landed6:39 PM
6:45 PM,MU5312,Guangzhou(CAN),China Eastern Airlines,A333(B-6095),,Landed6:30 PM
6:50 PM,MU2509,Wuhan(WUH),China Eastern Airlines,B738(B-1449),,Landed6:20 PM
6:50 PM,MU5272,Changsha(CSX),China Eastern Airlines,A321(B-8396),,Landed6:51 PM
6:55 PM,MU5811,Kunming(KMG),China Eastern Airlines,B789(B-206K),,Landed7:01 PM
7:00 PM,MF8551,Tianjin(TSN),Xiamen Air,B738(B-6483),,Landed7:22 PM
7:00 PM,MU5350,Shenzhen(SZX),China Eastern Airlines,A320(B-6951),,Landed6:56 PM
7:05 PM,CZ3625,Shenzhen(SZX),China Southern Airlines,A21N(B-303K),,Landed6:47 PM
7:05 PM,FM9298,Jieyang(SWA),China Eastern Airlines,B738(B-20AD),,Landed8:29 PM
7:05 PM,MU5098,Taipei(TSA),China Eastern Airlines,A333(B-6083),,Landed6:39 PM
7:05 PM,SC1167,Jinan(TNA),Shandong Airlines,B738(B-1272),,Landed6:53 PM
7:10 PM,MU2165,Xi'an(XIY),China Eastern Airlines,B738(B-1235),,Landed7:16 PM
7:10 PM,HO1144,Guiyang(KWE),Juneyao Air,A320(B-6921),,Landed6:54 PM
7:10 PM,MU5524,Qingdao(TAO),China Eastern Airlines,A321(B-8648),,Landed7:00 PM
7:15 PM,FM9064,Tianjin(TSN),Shanghai Airlines,B737(B-5808),,Landed7:50 PM
7:15 PM,MU5120,Beijing(PEK),China Eastern Airlines,A333(B-6085),,Landed6:56 PM
7:20 PM,MU5432,Chongqing(CKG),China United Airlines,B738(B-5839),,Landed7:34 PM
7:20 PM,FM9330,Zhengzhou(CGO),China Eastern Airlines,B738(B-1317),,Landed7:57 PM
7:25 PM,CZ3581,Guangzhou(CAN),China Southern Airlines,B77W(B-2007),,Landed7:02 PM
7:25 PM,MU2406,Taiyuan(TYN),China Eastern Airlines,A320(B-6713),,Landed7:26 PM
7:30 PM,CA4501,Chengdu(CTU),Air China,A321(B-6701),,Landed7:18 PM
7:35 PM,CZ3587,Shenzhen(SZX),China Southern Airlines,A333(B-6502),,Landed7:11 PM
7:35 PM,FM9270,Ji'an(JGS),Shanghai Airlines,B738(B-5549),,Landed6:57 PM
7:40 PM,CA1855,Beijing(PEK),Air China,A359(B-1080),,Landed7:34 PM
7:40 PM,HU7601,Beijing(PEK),Hainan Airlines,A333(B-6539),,Landed7:27 PM
7:45 PM,HO1130,Sanya(SYX),Juneyao Air,A321(B-9957),,Landed7:39 PM
7:45 PM,9C8948,Xi'an(XIY),Spring Airlines,A320(B-1670),,Landed7:17 PM
7:50 PM,MF8535,Xiamen(XMN),Xiamen Air,B738(B-5303),,Landed7:37 PM
7:50 PM,MU5536,Wuyishan(WUS),China Eastern Airlines,A320(B-6373),,Landed7:59 PM
7:55 PM,FM9516,Wenzhou(WNZ),Shanghai Airlines,B738(B-5576),,Landed7:41 PM
8:00 PM,FM9334,Shenzhen(SZX),Shanghai Airlines,B738(B-5705),,Landed7:36 PM
